g6,n,m,W,sum_cards_W,naive_(m-1)W,ratio
G?bLvw,8,14,43.0,630.0,559.0,1.127013
G?bLv{,8,15,41.0,640.0,574.0,1.114983
G?bL|w,8,14,44.0,622.0,572.0,1.087413
G?bL|{,8,15,43.0,648.0,602.0,1.076412
G?bL~w,8,15,41.0,640.0,574.0,1.114983
G?bL~{,8,16,40.0,660.0,600.0,1.1
G?bMR_,8,10,60.0,540.0,540.0,1.0
G?bMRg,8,11,51.0,561.0,510.0,1.1
G?bMRk,8,12,48.0,562.0,528.0,1.064394
G?bMTW,8,11,33.0,369.0,330.0,1.118182
G?bMT[,8,12,31.0,377.0,341.0,1.105572
G?bMTo,8,11,54.0,575.0,540.0,1.064815
G?bMTw,8,12,48.0,570.0,528.0,1.079545
G?bMT{,8,13,45.0,578.0,540.0,1.07037
G?bMUW,8,11,19.0,221.0,190.0,1.163158
G?bMU[,8,12,18.0,228.0,198.0,1.151515
G?bMVW,8,12,31.0,376.0,341.0,1.102639
G?bMV[,8,13,29.0,383.0,348.0,1.100575
G?bMV_,8,11,51.0,556.0,510.0,1.090196
G?bMVg,8,12,48.0,563.0,528.0,1.066288
G?bMVk,8,13,45.0,576.0,540.0,1.066667
G?bMVo,8,12,48.0,567.0,528.0,1.073864
G?bMVw,8,13,45.0,577.0,540.0,1.068519
G?bMV{,8,14,42.0,584.0,546.0,1.069597
G?bMZk,8,13,47.0,598.0,564.0,1.060284
G?bM\[,8,13,30.0,394.0,360.0,1.094444
G?bM\o,8,12,53.0,616.0,583.0,1.056604
G?bM\w,8,13,47.0,604.0,564.0,1.070922
G?bM\{,8,14,44.0,608.0,572.0,1.062937
G?bM][,8,13,17.0,234.0,204.0,1.147059
G?bM^[,8,14,28.0,399.0,364.0,1.096154
G?bM^k,8,14,44.0,608.0,572.0,1.062937
G?bM^o,8,13,47.0,601.0,564.0,1.065603
G?bM^w,8,14,44.0,608.0,572.0,1.062937
G?bM^{,8,15,41.0,612.0,574.0,1.066202
G?bNRg,8,12,47.0,580.0,517.0,1.121857
G?bNRk,8,13,45.0,592.0,540.0,1.096296
G?bNSw,8,12,50.0,589.0,550.0,1.070909
G?bNS{,8,13,46.0,591.0,552.0,1.070652
G?bNTW,8,12,30.0,382.0,330.0,1.157576
G?bNT[,8,13,29.0,396.0,348.0,1.137931
G?bNTo,8,12,50.0,606.0,550.0,1.101818
G?bNTs,8,13,46.0,608.0,552.0,1.101449
G?bNTw,8,13,45.0,599.0,540.0,1.109259
G?bNT{,8,14,43.0,612.0,559.0,1.094812
G?bNUW,8,12,32.0,387.0,352.0,1.099432
G?bNU[,8,13,30.0,394.0,360.0,1.094444
G?bNUo,8,12,50.0,587.0,550.0,1.067273
G?bNUs,8,13,46.0,589.0,552.0,1.067029
G?bNUw,8,13,48.0,611.0,576.0,1.060764
G?bNU{,8,14,44.0,609.0,572.0,1.064685
G?bNVO,8,12,31.0,389.0,341.0,1.140762
G?bNVS,8,13,30.0,404.0,360.0,1.122222
G?bNVW,8,13,29.0,395.0,348.0,1.135057
G?bNV[,8,14,28.0,408.0,364.0,1.120879
G?bNVg,8,13,45.0,594.0,540.0,1.1
G?bNVk,8,14,43.0,610.0,559.0,1.091234
G?bNVo,8,13,46.0,606.0,552.0,1.097826
G?bNVs,8,14,44.0,621.0,572.0,1.085664
G?bNVw,8,14,43.0,612.0,559.0,1.094812
G?bNV{,8,15,41.0,624.0,574.0,1.087108
G?bN\w,8,14,44.0,627.0,572.0,1.096154
G?bN\{,8,15,42.0,637.0,588.0,1.083333
G?bN]w,8,14,46.0,632.0,598.0,1.056856
G?bN]{,8,15,42.0,626.0,588.0,1.064626
G?bN^W,8,14,28.0,408.0,364.0,1.120879
G?bN^[,8,15,27.0,420.0,378.0,1.111111
G?bN^w,8,15,42.0,638.0,588.0,1.085034
G?bN^{,8,16,40.0,648.0,600.0,1.08
G?bNbg,8,12,46.0,586.0,506.0,1.158103
G?bNbk,8,13,45.0,613.0,540.0,1.135185
G?bNbo,8,12,46.0,585.0,506.0,1.156126
G?bNbs,8,13,45.0,609.0,540.0,1.127778
G?bNbw,8,13,43.0,592.0,516.0,1.147287
G?bNb{,8,14,42.0,615.0,546.0,1.126374
G?bNdW,8,12,47.0,584.0,517.0,1.129594
G?bNd[,8,13,45.0,597.0,540.0,1.105556
G?bNdo,8,12,47.0,599.0,517.0,1.158607
G?bNds,8,13,45.0,614.0,540.0,1.137037
G?bNdw,8,13,43.0,597.0,516.0,1.156977
G?bNd{,8,14,42.0,618.0,546.0,1.131868
G?bNeW,8,12,50.0,594.0,550.0,1.08
G?bNe[,8,13,47.0,598.0,564.0,1.060284
G?bNfO,8,12,48.0,589.0,528.0,1.11553
G?bNfS,8,13,46.0,602.0,552.0,1.09058
G?bNfW,8,13,46.0,612.0,552.0,1.108696
G?bNf[,8,14,44.0,622.0,572.0,1.087413
G?bNf_,8,12,48.0,605.0,528.0,1.145833
G?bNfc,8,13,47.0,633.0,564.0,1.12234
G?bNfg,8,13,45.0,612.0,540.0,1.133333
G?bNfk,8,14,44.0,638.0,572.0,1.115385
G?bNfo,8,13,45.0,612.0,540.0,1.133333
G?bNfs,8,14,44.0,635.0,572.0,1.11014
G?bNfw,8,14,42.0,618.0,546.0,1.131868
G?bNf{,8,15,41.0,638.0,574.0,1.111498
G?bNjw,8,14,42.0,614.0,546.0,1.124542
G?bNj{,8,15,41.0,638.0,574.0,1.111498
G?bNlw,8,14,42.0,618.0,546.0,1.131868
G?bNl{,8,15,41.0,640.0,574.0,1.114983
G?bNnW,8,14,44.0,623.0,572.0,1.089161
G?bNn[,8,15,42.0,637.0,588.0,1.083333
G?bNng,8,14,44.0,636.0,572.0,1.111888
G?bNnk,8,15,43.0,662.0,602.0,1.099668
G?bNnw,8,15,41.0,638.0,574.0,1.111498
G?bNn{,8,16,40.0,660.0,600.0,1.1
G?bNtw,8,14,42.0,618.0,546.0,1.131868
G?bNt{,8,15,41.0,640.0,574.0,1.114983
G?bNvW,8,14,44.0,625.0,572.0,1.092657
G?bNv[,8,15,42.0,637.0,588.0,1.083333
G?bNvg,8,14,42.0,615.0,546.0,1.126374
G?bNvk,8,15,41.0,638.0,574.0,1.111498
G?bNvo,8,14,44.0,637.0,572.0,1.113636
G?bNvs,8,15,43.0,661.0,602.0,1.098007
G?bNvw,8,15,41.0,639.0,574.0,1.11324
G?bNv{,8,16,40.0,660.0,600.0,1.1
G?bN~w,8,16,40.0,660.0,600.0,1.1
G?bN~{,8,17,39.0,680.0,624.0,1.089744
G?bark,8,12,46.0,594.0,506.0,1.173913
G?bat[,8,12,47.0,577.0,517.0,1.116054
G?batg,8,11,47.0,571.0,470.0,1.214894
G?batk,8,12,45.0,576.0,495.0,1.163636
G?bato,8,11,48.0,575.0,480.0,1.197917
G?batw,8,12,45.0,583.0,495.0,1.177778
G?bat{,8,13,43.0,592.0,516.0,1.147287
G?bau[,8,12,50.0,582.0,550.0,1.058182
G?bauk,8,12,47.0,578.0,517.0,1.117988
G?bavG,8,11,52.0,597.0,520.0,1.148077
G?bavK,8,12,48.0,585.0,528.0,1.107955
G?bavO,8,11,51.0,576.0,510.0,1.129412
G?bavS,8,12,47.0,578.0,517.0,1.117988
G?bavW,8,12,50.0,609.0,550.0,1.107273
G?bav[,8,13,46.0,603.0,552.0,1.092391
G?bav_,8,11,48.0,571.0,480.0,1.189583
G?bavc,8,12,46.0,586.0,506.0,1.158103
G?bavg,8,12,46.0,591.0,506.0,1.167984
G?bavk,8,13,44.0,601.0,528.0,1.138258
G?bavo,8,12,46.0,587.0,506.0,1.160079
G?bavw,8,13,44.0,602.0,528.0,1.140152
G?bav{,8,14,42.0,612.0,546.0,1.120879
G?ba|{,8,14,42.0,616.0,546.0,1.128205
G?ba~[,8,14,44.0,620.0,572.0,1.083916
G?ba~k,8,14,43.0,626.0,559.0,1.119857
G?ba~o,8,13,43.0,589.0,516.0,1.141473
G?ba~w,8,14,42.0,613.0,546.0,1.122711
G?ba~{,8,15,41.0,636.0,574.0,1.108014
G?bbRk,8,12,46.0,578.0,506.0,1.142292
G?bbS{,8,12,46.0,564.0,506.0,1.114625
G?bbU[,8,12,30.0,378.0,330.0,1.145455
G?bbUg,8,11,48.0,554.0,480.0,1.154167
G?bbUk,8,12,46.0,564.0,506.0,1.114625
G?bbUo,8,11,50.0,562.0,500.0,1.124
G?bbUw,8,12,46.0,566.0,506.0,1.118577
G?bbU{,8,13,44.0,581.0,528.0,1.100379
G?bbVG,8,11,31.0,368.0,310.0,1.187097
G?bbVK,8,12,30.0,380.0,330.0,1.151515
G?bbVO,8,11,31.0,364.0,310.0,1.174194
G?bbVW,8,12,30.0,377.0,330.0,1.142424
G?bbV[,8,13,29.0,390.0,348.0,1.12069
G?bbV_,8,11,48.0,552.0,480.0,1.15
G?bbVc,8,12,46.0,565.0,506.0,1.116601
G?bbVg,8,12,46.0,570.0,506.0,1.126482
G?bbVk,8,13,44.0,583.0,528.0,1.104167
G?bbVo,8,12,46.0,566.0,506.0,1.118577
G?bbVw,8,13,44.0,580.0,528.0,1.098485
G?bbV{,8,14,42.0,594.0,546.0,1.087912
G?bb]{,8,14,43.0,610.0,559.0,1.091234
G?bb^[,8,14,28.0,406.0,364.0,1.115385
G?bb^k,8,14,43.0,612.0,559.0,1.094812
G?bb^o,8,13,45.0,592.0,540.0,1.096296
G?bb^w,8,14,43.0,607.0,559.0,1.085868
G?bb^{,8,15,41.0,622.0,574.0,1.083624
G?bbao,8,10,52.0,575.0,468.0,1.228632
G?bbas,8,11,49.0,588.0,490.0,1.2
G?bbaw,8,11,49.0,580.0,490.0,1.183673
G?bba{,8,12,47.0,600.0,517.0,1.160542
G?bbbO,8,10,54.0,562.0,486.0,1.156379
G?bbbS,8,11,50.0,572.0,500.0,1.144
G?bbbW,8,11,53.0,595.0,530.0,1.122642
G?bbb[,8,12,49.0,602.0,539.0,1.116883
G?bbb_,8,10,60.0,566.0,540.0,1.048148
G?bbbc,8,11,59.0,610.0,590.0,1.033898
G?bbbg,8,11,54.0,567.0,540.0,1.05
G?bbbk,8,12,53.0,606.0,583.0,1.039451
G?bbbo,8,11,49.0,586.0,490.0,1.195918
G?bbbs,8,12,47.0,606.0,517.0,1.172147
G?bbbw,8,12,47.0,600.0,517.0,1.160542
G?bbb{,8,13,45.0,618.0,540.0,1.144444
G?bbcw,8,11,49.0,588.0,490.0,1.2
G?bbc{,8,12,46.0,586.0,506.0,1.158103
G?bbeW,8,11,54.0,610.0,540.0,1.12963
G?bbe[,8,12,48.0,589.0,528.0,1.11553
G?bbeg,8,11,51.0,578.0,510.0,1.133333
G?bbek,8,12,48.0,590.0,528.0,1.117424
G?bbeo,8,11,50.0,591.0,500.0,1.182
G?bbes,8,12,46.0,587.0,506.0,1.160079
G?bbew,8,12,47.0,600.0,517.0,1.160542
G?bbe{,8,13,44.0,603.0,528.0,1.142045
G?bbfG,8,11,57.0,604.0,570.0,1.059649
G?bbfK,8,12,51.0,600.0,561.0,1.069519
G?bbfO,8,11,53.0,593.0,530.0,1.118868
G?bbfS,8,12,47.0,579.0,517.0,1.119923
G?bbfW,8,12,52.0,628.0,572.0,1.097902
G?bbf[,8,13,46.0,609.0,552.0,1.103261
G?bbf_,8,11,52.0,586.0,520.0,1.126923
G?bbfc,8,12,49.0,600.0,539.0,1.113173
G?bbfg,8,12,50.0,607.0,550.0,1.103636
G?bbfk,8,13,47.0,618.0,564.0,1.095745
G?bbfo,8,12,47.0,598.0,517.0,1.156673
G?bbfs,8,13,44.0,602.0,528.0,1.140152
G?bbfw,8,13,45.0,615.0,540.0,1.138889
G?bbf{,8,14,42.0,616.0,546.0,1.128205
G?bbi{,8,13,45.0,617.0,540.0,1.142593
G?bbj[,8,13,45.0,605.0,540.0,1.12037
G?bbjg,8,12,51.0,583.0,561.0,1.039216
G?bbjk,8,13,50.0,620.0,600.0,1.033333
G?bbjw,8,13,45.0,618.0,540.0,1.144444
G?bbj{,8,14,43.0,634.0,559.0,1.134168
G?bbmw,8,13,45.0,616.0,540.0,1.140741
G?bbm{,8,14,43.0,628.0,559.0,1.123435
G?bbnW,8,13,48.0,630.0,576.0,1.09375
G?bbn[,8,14,44.0,626.0,572.0,1.094406
G?bbng,8,13,47.0,618.0,564.0,1.095745
G?bbnk,8,14,46.0,646.0,598.0,1.080268
G?bbno,8,13,44.0,605.0,528.0,1.145833
G?bbns,8,14,42.0,617.0,546.0,1.130037
G?bbnw,8,14,43.0,629.0,559.0,1.125224
G?bbn{,8,15,41.0,640.0,574.0,1.114983
G?bbq{,8,13,44.0,601.0,528.0,1.138258
G?bbr[,8,13,45.0,596.0,540.0,1.103704
G?bbrg,8,12,46.0,595.0,506.0,1.175889
G?bbrk,8,13,44.0,612.0,528.0,1.159091
G?bbro,8,12,46.0,589.0,506.0,1.164032
G?bbrs,8,13,45.0,615.0,540.0,1.138889
G?bbrw,8,13,44.0,601.0,528.0,1.138258
G?bbr{,8,14,43.0,626.0,559.0,1.119857
G?bbuw,8,13,43.0,592.0,516.0,1.147287
G?bbu{,8,14,42.0,614.0,546.0,1.124542
G?bbvW,8,13,46.0,607.0,552.0,1.099638
G?bbv[,8,14,44.0,618.0,572.0,1.08042
G?bbvg,8,13,43.0,596.0,516.0,1.155039
G?bbvk,8,14,42.0,616.0,546.0,1.128205
G?bbvo,8,13,44.0,601.0,528.0,1.138258
G?bbvs,8,14,43.0,623.0,559.0,1.11449
G?bbvw,8,14,42.0,613.0,546.0,1.122711
G?bbv{,8,15,41.0,634.0,574.0,1.10453
G?bbzw,8,14,43.0,626.0,559.0,1.119857
G?bbz{,8,15,42.0,651.0,588.0,1.107143
G?bb~w,8,15,41.0,635.0,574.0,1.106272
G?bb~{,8,16,40.0,658.0,600.0,1.096667
G?bcqs,8,11,51.0,588.0,510.0,1.152941
G?bcq{,8,12,47.0,578.0,517.0,1.117988
G?bcrO,8,10,54.0,564.0,486.0,1.160494
G?bcrS,8,11,48.0,553.0,480.0,1.152083
G?bcrW,8,11,53.0,594.0,530.0,1.120755
G?bcr[,8,12,47.0,579.0,517.0,1.119923
G?bcr_,8,10,53.0,596.0,477.0,1.249476
G?bcrc,8,11,48.0,572.0,480.0,1.191667
G?bcrg,8,11,50.0,601.0,500.0,1.202
G?bcrk,8,12,46.0,587.0,506.0,1.160079
G?bcro,8,11,48.0,573.0,480.0,1.19375
G?bcrs,8,12,45.0,582.0,495.0,1.175758
G?bcrw,8,12,46.0,588.0,506.0,1.162055
G?bcr{,8,13,43.0,593.0,516.0,1.149225
G?bcso,8,10,57.0,512.0,513.0,0.998051
G?bcss,8,11,56.0,557.0,560.0,0.994643
G?bcsw,8,11,51.0,556.0,510.0,1.090196
G?bcs{,8,12,50.0,588.0,550.0,1.069091
G?bcuW,8,11,54.0,582.0,540.0,1.077778
G?bcu[,8,12,50.0,588.0,550.0,1.069091
G?bcuk,8,12,48.0,588.0,528.0,1.113636
G?bcuo,8,11,52.0,589.0,520.0,1.132692
G?bcus,8,12,50.0,615.0,550.0,1.118182
G?bcuw,8,12,48.0,589.0,528.0,1.11553
G?bcu{,8,13,46.0,607.0,552.0,1.099638
G?bcvG,8,11,55.0,616.0,550.0,1.12
G?bcvK,8,12,49.0,596.0,539.0,1.105751
G?bcvO,8,11,53.0,593.0,530.0,1.118868
G?bcvS,8,12,47.0,585.0,517.0,1.131528
G?bcvW,8,12,52.0,626.0,572.0,1.094406
G?bcv[,8,13,46.0,609.0,552.0,1.103261
G?bcv_,8,11,50.0,589.0,500.0,1.178
G?bcvc,8,12,47.0,598.0,517.0,1.156673
G?bcvg,8,12,48.0,608.0,528.0,1.151515
G?bcvk,8,13,45.0,612.0,540.0,1.133333
G?bcvo,8,12,47.0,600.0,517.0,1.160542
G?bcvs,8,13,44.0,608.0,528.0,1.151515
G?bcvw,8,13,45.0,614.0,540.0,1.137037
G?bcv{,8,14,42.0,616.0,546.0,1.128205
G?bcz[,8,13,45.0,594.0,540.0,1.1
G?bczg,8,12,47.0,599.0,517.0,1.158607
G?bczk,8,13,45.0,612.0,540.0,1.133333
G?bczo,8,12,44.0,569.0,484.0,1.17562
G?bczs,8,13,43.0,592.0,516.0,1.147287
G?bczw,8,13,43.0,593.0,516.0,1.149225
G?bcz{,8,14,42.0,616.0,546.0,1.128205
G?bc{w,8,12,48.0,564.0,528.0,1.068182
G?bc{{,8,13,47.0,598.0,564.0,1.060284
G?bc}w,8,13,45.0,594.0,540.0,1.1
G?bc}{,8,14,44.0,622.0,572.0,1.087413
G?bc~W,8,13,46.0,609.0,552.0,1.103261
G?bc~[,8,14,44.0,622.0,572.0,1.087413
G?bc~g,8,13,45.0,612.0,540.0,1.133333
G?bc~k,8,14,44.0,636.0,572.0,1.111888
G?bc~o,8,13,43.0,592.0,516.0,1.147287
G?bc~s,8,14,42.0,616.0,546.0,1.128205
G?bc~w,8,14,42.0,616.0,546.0,1.128205
G?bc~{,8,15,41.0,638.0,574.0,1.111498
G?bePo,8,10,53.0,562.0,477.0,1.178197
G?bePs,8,11,48.0,554.0,480.0,1.154167
G?bePw,8,11,49.0,558.0,490.0,1.138776
G?beP{,8,12,46.0,565.0,506.0,1.116601
G?beQo,8,10,54.0,541.0,486.0,1.113169
G?beQs,8,11,52.0,567.0,520.0,1.090385
G?beQw,8,11,50.0,539.0,500.0,1.078
G?beQ{,8,12,48.0,565.0,528.0,1.070076
G?beRO,8,10,33.0,355.0,297.0,1.195286
G?beRS,8,11,31.0,364.0,310.0,1.174194
G?beRW,8,11,32.0,370.0,320.0,1.15625
G?beR[,8,12,30.0,379.0,330.0,1.148485
G?beR_,8,10,56.0,585.0,504.0,1.160714
G?beRc,8,11,49.0,557.0,490.0,1.136735
G?beRg,8,11,52.0,588.0,520.0,1.130769
G?beRk,8,12,47.0,577.0,517.0,1.116054
G?beRo,8,11,49.0,556.0,490.0,1.134694
G?beRs,8,12,46.0,565.0,506.0,1.116601
G?beRw,8,12,47.0,572.0,517.0,1.106383
G?beR{,8,13,44.0,582.0,528.0,1.102273
G?beSo,8,10,56.0,558.0,504.0,1.107143
G?beSs,8,11,52.0,574.0,520.0,1.103846
G?beSw,8,11,50.0,543.0,500.0,1.086
G?beS{,8,12,48.0,568.0,528.0,1.075758
G?beTO,8,10,34.0,365.0,306.0,1.19281
G?beTS,8,11,31.0,369.0,310.0,1.190323
G?beTW,8,11,32.0,374.0,320.0,1.16875
G?beT[,8,12,30.0,382.0,330.0,1.157576
G?beTg,8,11,50.0,569.0,500.0,1.138
G?beTk,8,12,47.0,574.0,517.0,1.110251
G?beTo,8,11,51.0,573.0,510.0,1.123529
G?beTs,8,12,46.0,572.0,506.0,1.130435
G?beTw,8,12,47.0,577.0,517.0,1.116054
G?beT{,8,13,44.0,585.0,528.0,1.107955
G?beUS,8,11,34.0,380.0,340.0,1.117647
G?beUW,8,11,33.0,364.0,330.0,1.10303
G?beU[,8,12,32.0,385.0,352.0,1.09375
G?beUg,8,11,50.0,545.0,500.0,1.09
G?beUk,8,12,48.0,569.0,528.0,1.077652
G?beUo,8,11,52.0,562.0,520.0,1.080769
G?beUs,8,12,50.0,590.0,550.0,1.072727
G?beUw,8,12,48.0,564.0,528.0,1.068182
G?beU{,8,13,46.0,588.0,552.0,1.065217
G?beVG,8,11,33.0,382.0,330.0,1.157576
G?beVK,8,12,31.0,390.0,341.0,1.143695
G?beVO,8,11,32.0,373.0,320.0,1.165625
G?beVS,8,12,30.0,382.0,330.0,1.157576
G?beVW,8,12,31.0,387.0,341.0,1.134897
G?beV[,8,13,29.0,394.0,348.0,1.132184
G?beV_,8,11,50.0,566.0,500.0,1.132
G?beVc,8,12,47.0,575.0,517.0,1.112186
G?beVg,8,12,48.0,586.0,528.0,1.109848
G?beVk,8,13,45.0,594.0,540.0,1.1
G?beVo,8,12,47.0,576.0,517.0,1.11412
G?beVs,8,13,44.0,586.0,528.0,1.109848
G?beVw,8,13,45.0,591.0,540.0,1.094444
G?beV{,8,14,42.0,598.0,546.0,1.095238
G?beX{,8,13,45.0,594.0,540.0,1.1
G?beY{,8,13,46.0,588.0,552.0,1.065217
G?beZ[,8,13,29.0,394.0,348.0,1.132184
G?beZg,8,12,50.0,608.0,550.0,1.105455
G?beZk,8,13,46.0,607.0,552.0,1.099638
G?beZo,8,12,47.0,579.0,517.0,1.119923
G?beZs,8,13,45.0,593.0,540.0,1.098148
G?beZw,8,13,45.0,594.0,540.0,1.1
G?beZ{,8,14,43.0,610.0,559.0,1.091234
G?be[w,8,12,48.0,569.0,528.0,1.077652
G?be[{,8,13,46.0,590.0,552.0,1.068841
G?be\W,8,12,30.0,382.0,330.0,1.157576
G?be\[,8,13,29.0,396.0,348.0,1.137931
G?be\w,8,13,45.0,598.0,540.0,1.107407
G?be\{,8,14,43.0,612.0,559.0,1.094812
G?be]W,8,12,31.0,375.0,341.0,1.099707
G?be][,8,13,30.0,394.0,360.0,1.094444
G?be]w,8,13,46.0,588.0,552.0,1.065217
G?be]{,8,14,44.0,609.0,572.0,1.064685
G?be^W,8,13,29.0,394.0,348.0,1.132184
G?be^[,8,14,28.0,408.0,364.0,1.120879
G?be^g,8,13,46.0,607.0,552.0,1.099638
G?be^k,8,14,44.0,622.0,572.0,1.087413
G?be^o,8,13,45.0,595.0,540.0,1.101852
G?be^s,8,14,43.0,611.0,559.0,1.093023
G?be^w,8,14,43.0,610.0,559.0,1.091234
G?be^{,8,15,41.0,624.0,574.0,1.087108
G?be`o,8,10,50.0,557.0,450.0,1.237778
G?be`w,8,11,47.0,562.0,470.0,1.195745
G?be`{,8,12,45.0,576.0,495.0,1.163636
G?bebO,8,10,52.0,544.0,468.0,1.162393
G?bebS,8,11,48.0,545.0,480.0,1.135417
G?bebW,8,11,51.0,576.0,510.0,1.129412
G?beb[,8,12,47.0,577.0,517.0,1.116054
G?beb_,8,10,54.0,564.0,486.0,1.160494
G?bebg,8,11,50.0,571.0,500.0,1.142
G?bebk,8,12,48.0,590.0,528.0,1.117424
G?bebo,8,11,47.0,561.0,470.0,1.193617
G?bebw,8,12,45.0,576.0,495.0,1.163636
G?beb{,8,13,43.0,592.0,516.0,1.147287
G?bedO,8,10,54.0,562.0,486.0,1.156379
G?bedS,8,11,49.0,554.0,490.0,1.130612
G?bedW,8,11,52.0,588.0,520.0,1.130769
G?bed[,8,12,48.0,585.0,528.0,1.107955
G?bed_,8,10,52.0,540.0,468.0,1.153846
G?bedg,8,11,49.0,554.0,490.0,1.130612
G?bedk,8,12,47.0,574.0,517.0,1.110251
G?bedo,8,11,49.0,579.0,490.0,1.181633
G?bedw,8,12,46.0,587.0,506.0,1.160079
G?bed{,8,13,44.0,601.0,528.0,1.138258
G?beeO,8,10,54.0,535.0,486.0,1.100823
G?beeW,8,11,52.0,561.0,520.0,1.078846
G?bee[,8,12,50.0,584.0,550.0,1.061818
G?befG,8,11,53.0,570.0,530.0,1.075472
G?befK,8,12,49.0,577.0,539.0,1.070501
G?befO,8,11,51.0,574.0,510.0,1.12549
G?befS,8,12,47.0,576.0,517.0,1.11412
G?befW,8,12,50.0,607.0,550.0,1.103636
G?bef[,8,13,46.0,605.0,552.0,1.096014
G?bef_,8,11,50.0,564.0,500.0,1.128
G?befg,8,12,48.0,584.0,528.0,1.106061
G?befk,8,13,46.0,603.0,552.0,1.092391
G?befo,8,12,46.0,587.0,506.0,1.160079
G?befw,8,13,44.0,602.0,528.0,1.140152
G?bef{,8,14,42.0,614.0,546.0,1.124542
G?beh{,8,13,44.0,601.0,528.0,1.138258
G?bej[,8,13,45.0,594.0,540.0,1.1
G?bejk,8,13,47.0,618.0,564.0,1.095745
G?bejo,8,12,44.0,571.0,484.0,1.179752
G?bejw,8,13,43.0,592.0,516.0,1.147287
G?bej{,8,14,42.0,616.0,546.0,1.128205
G?bel[,8,13,46.0,603.0,552.0,1.092391
G?belk,8,13,46.0,603.0,552.0,1.092391
G?bel{,8,14,43.0,626.0,559.0,1.119857
G?bem[,8,13,46.0,590.0,552.0,1.068841
G?ben[,8,14,44.0,622.0,572.0,1.087413
G?benk,8,14,45.0,632.0,585.0,1.080342
G?beno,8,13,43.0,593.0,516.0,1.149225
G?benw,8,14,42.0,616.0,546.0,1.128205
G?ben{,8,15,41.0,638.0,574.0,1.111498
G?bepw,8,12,45.0,578.0,495.0,1.167677
G?bep{,8,13,43.0,593.0,516.0,1.149225
G?beq{,8,13,46.0,605.0,552.0,1.096014
G?berW,8,12,49.0,593.0,539.0,1.100186
G?ber[,8,13,45.0,595.0,540.0,1.101852
G?berg,8,12,47.0,602.0,517.0,1.16441
G?berk,8,13,44.0,604.0,528.0,1.143939
G?bero,8,12,46.0,587.0,506.0,1.160079
G?bers,8,13,44.0,602.0,528.0,1.140152
G?berw,8,13,44.0,601.0,528.0,1.138258
G?ber{,8,14,42.0,615.0,546.0,1.126374
G?besw,8,12,47.0,577.0,517.0,1.116054
G?bes{,8,13,46.0,608.0,552.0,1.101449
G?betW,8,12,49.0,597.0,539.0,1.107607
G?bet[,8,13,45.0,599.0,540.0,1.109259
G?betg,8,12,46.0,589.0,506.0,1.164032
G?betk,8,13,44.0,603.0,528.0,1.142045
G?beto,8,12,47.0,601.0,517.0,1.162476
G?bets,8,13,44.0,608.0,528.0,1.151515
G?betw,8,13,44.0,605.0,528.0,1.145833
G?bet{,8,14,42.0,618.0,546.0,1.131868
G?beuW,8,12,50.0,584.0,550.0,1.061818
G?beu[,8,13,48.0,609.0,576.0,1.057292
G?beuk,8,13,46.0,609.0,552.0,1.103261
G?beuo,8,12,50.0,607.0,550.0,1.103636
G?beus,8,13,49.0,641.0,588.0,1.090136
G?beuw,8,13,46.0,604.0,552.0,1.094203
G?beu{,8,14,45.0,634.0,585.0,1.083761
G?bevW,8,13,48.0,626.0,576.0,1.086806
G?bev[,8,14,44.0,624.0,572.0,1.090909
G?bevg,8,13,45.0,615.0,540.0,1.138889
G?bevk,8,14,43.0,628.0,559.0,1.123435
G?bevo,8,13,45.0,614.0,540.0,1.137037
G?bevs,8,14,43.0,629.0,559.0,1.125224
G?bevw,8,14,43.0,626.0,559.0,1.119857
G?bev{,8,15,41.0,638.0,574.0,1.111498
G?bezw,8,14,42.0,615.0,546.0,1.126374
G?bez{,8,15,41.0,638.0,574.0,1.111498
G?be|w,8,14,42.0,618.0,546.0,1.131868
G?be|{,8,15,41.0,640.0,574.0,1.114983
G?be}w,8,14,44.0,620.0,572.0,1.083916
G?be}{,8,15,43.0,648.0,602.0,1.076412
G?be~w,8,15,41.0,638.0,574.0,1.111498
G?be~{,8,16,40.0,660.0,600.0,1.1
G?bfAo,8,10,53.0,560.0,477.0,1.174004
G?bfAw,8,11,49.0,556.0,490.0,1.134694
G?bfA{,8,12,47.0,573.0,517.0,1.108317
G?bfBO,8,10,32.0,352.0,288.0,1.222222
G?bfBW,8,11,31.0,364.0,310.0,1.174194
G?bfB[,8,12,30.0,380.0,330.0,1.151515
G?bfB_,8,10,58.0,564.0,522.0,1.08046
G?bfBg,8,11,52.0,565.0,520.0,1.086538
G?bfBk,8,12,50.0,586.0,550.0,1.065455
G?bfBo,8,11,48.0,553.0,480.0,1.152083
G?bfBw,8,12,46.0,565.0,506.0,1.116601
G?bfB{,8,13,44.0,584.0,528.0,1.106061
G?bfCo,8,10,56.0,582.0,504.0,1.154762
G?bfCw,8,11,50.0,567.0,500.0,1.134
G?bfC{,8,12,48.0,580.0,528.0,1.098485
G?bfEW,8,11,32.0,373.0,320.0,1.165625
G?bfE[,8,12,31.0,388.0,341.0,1.13783
G?bfEg,8,11,50.0,543.0,500.0,1.086
G?bfEk,8,12,48.0,565.0,528.0,1.070076
G?bfEo,8,11,51.0,572.0,510.0,1.121569
G?bfEw,8,12,47.0,576.0,517.0,1.11412
